,Call_ID,Time,Activity,#_in_FNOL_Que
367,74,76.10901361,start_adj,2
368,81,76.10901361,start_fnol,2
369,75,76.96546238,end_fnol,2
370,75,76.96546238,redirected_to_other_dept,2
371,82,76.96546238,start_fnol,1
372,79,77.03557864,end_fnol,1
373,79,77.03557864,join_adj_que,1
374,79,77.03557864,start_adj,0
375,83,77.03557864,start_fnol,0
376,77,77.49564187,end_adj,0
377,76,77.75832952,end_fnol,0
378,76,77.75832952,redirected_to_other_dept,0
379,82,78.03595565,end_fnol,0
380,82,78.03595565,redirected_to_other_dept,0
381,74,78.10901361,end_adj,0
382,84,79,join_fnol_que,0
383,85,79,join_fnol_que,0
384,84,79,start_fnol,0
385,85,79,start_fnol,0
386,73,79.56766749,end_adj,0
387,83,80.1022674,end_fnol,0
388,83,80.1022674,redirected_to_other_dept,0
389,80,80.17205368,end_fnol,0
390,80,80.17205368,redirected_to_other_dept,0
391,81,80.75636727,end_fnol,0
392,81,80.75636727,join_adj_que,0
393,81,80.75636727,start_adj,0
394,86,81,join_fnol_que,0
395,87,81,join_fnol_que,0
396,86,81,start_fnol,0
397,87,81,start_fnol,0
398,88,82,join_fnol_que,0
399,88,82,start_fnol,0
400,85,82.15652621,end_fnol,0
401,85,82.15652621,redirected_to_other_dept,0
402,86,82.60910025,end_fnol,0
403,86,82.60910025,redirected_to_other_dept,0
404,81,82.75636727,end_adj,0
405,84,82.96551627,end_fnol,0
406,84,82.96551627,join_adj_que,0
407,84,82.96551627,start_adj,0
408,89,83,join_fnol_que,0
409,89,83,start_fnol,0
410,90,84,join_fnol_que,0
411,91,84,join_fnol_que,0
412,92,84,join_fnol_que,0
413,90,84,start_fnol,1
414,91,84,start_fnol,1
415,87,84.73839939,end_fnol,1
416,87,84.73839939,redirected_to_other_dept,1
417,92,84.73839939,start_fnol,0
418,84,84.96551627,end_adj,0
419,93,85,join_fnol_que,0
420,94,85,join_fnol_que,1
421,95,86,join_fnol_que,2
422,88,86.19617981,end_fnol,3
423,88,86.19617981,join_adj_que,3
424,88,86.19617981,start_adj,2
425,93,86.19617981,start_fnol,2
426,90,86.69439264,end_fnol,2
427,90,86.69439264,join_adj_que,2
428,90,86.69439264,start_adj,1
429,94,86.69439264,start_fnol,1
430,96,87,join_fnol_que,1
431,97,87,join_fnol_que,2
432,79,87.03557864,end_adj,3
433,91,87.26150613,end_fnol,3
434,91,87.26150613,redirected_to_other_dept,3
435,95,87.26150613,start_fnol,2
436,92,87.6132847,end_fnol,2
437,92,87.6132847,redirected_to_other_dept,2
438,96,87.6132847,start_fnol,1
439,89,87.77334094,end_fnol,1
440,89,87.77334094,join_adj_que,1
441,89,87.77334094,start_adj,0
442,97,87.77334094,start_fnol,0
443,94,88.35392023,end_fnol,0
444,94,88.35392023,redirected_to_other_dept,0
445,93,88.65335108,end_fnol,0
446,93,88.65335108,redirected_to_other_dept,0
447,98,89,join_fnol_que,0
448,98,89,start_fnol,0
449,89,89.77334094,end_adj,0
450,90,89.84400126,end_adj,0
451,99,90,join_fnol_que,0
452,99,90,start_fnol,0
453,95,90.34271548,end_fnol,0
454,95,90.34271548,redirected_to_other_dept,0
455,100,91,join_fnol_que,0
456,100,91,start_fnol,0
457,96,91.60491346,end_fnol,0
458,96,91.60491346,redirected_to_other_dept,0
459,88,91.7490118,end_adj,0
460,98,92.16980393,end_fnol,0
461,98,92.16980393,redirected_to_other_dept,0
462,97,92.6549955,end_fnol,0
463,97,92.6549955,redirected_to_other_dept,0
464,99,93.79455596,end_fnol,0
465,99,93.79455596,redirected_to_other_dept,0
466,100,94.15608924,end_fnol,0
467,100,94.15608924,redirected_to_other_dept,0
468,101,95,join_fnol_que,0
469,101,95,start_fnol,0
470,102,96,join_fnol_que,0
471,102,96,start_fnol,0
472,103,97,join_fnol_que,0
473,104,97,join_fnol_que,0
474,103,97,start_fnol,0
475,104,97,start_fnol,0
476,105,98,join_fnol_que,0
477,106,98,join_fnol_que,0
478,107,98,join_fnol_que,1
479,105,98,start_fnol,2
480,108,98,join_fnol_que,2
481,109,98,join_fnol_que,3
482,101,98.45844858,end_fnol,4
483,101,98.45844858,redirected_to_other_dept,4
484,106,98.45844858,start_fnol,3
485,104,98.74046407,end_fnol,3
486,104,98.74046407,redirected_to_other_dept,3
487,107,98.74046407,start_fnol,2
488,110,99,join_fnol_que,2
489,103,99.68423714,end_fnol,3
490,103,99.68423714,join_adj_que,3
491,103,99.68423714,start_adj,2
492,108,99.68423714,start_fnol,2
493,111,100,join_fnol_que,2
494,102,100.7152093,end_fnol,3
495,102,100.7152093,join_adj_que,3
496,102,100.7152093,start_adj,2
497,109,100.7152093,start_fnol,2
498,112,101,join_fnol_que,2
499,107,101.6388934,end_fnol,3
500,107,101.6388934,redirected_to_other_dept,3
501,110,101.6388934,start_fnol,2
502,106,101.7089334,end_fnol,2
503,106,101.7089334,redirected_to_other_dept,2
504,111,101.7089334,start_fnol,1
505,113,102,join_fnol_que,1
506,114,102,join_fnol_que,2
507,115,102,join_fnol_que,3
508,102,102.7152093,end_adj,4
509,105,102.9589285,end_fnol,4
510,105,102.9589285,redirected_to_other_dept,4
511,112,102.9589285,start_fnol,3
512,116,103,join_fnol_que,3
513,108,103.5620873,end_fnol,4
514,108,103.5620873,redirected_to_other_dept,4
515,113,103.5620873,start_fnol,3
516,109,103.6279628,end_fnol,3
517,109,103.6279628,redirected_to_other_dept,3
518,114,103.6279628,start_fnol,2
519,117,104,join_fnol_que,2
520,118,104,join_fnol_que,3
521,110,104.4330417,end_fnol,4
522,110,104.4330417,redirected_to_other_dept,4
523,115,104.4330417,start_fnol,3
524,119,106,join_fnol_que,3
525,115,106.325057,end_fnol,4
526,115,106.325057,redirected_to_other_dept,4
527,116,106.325057,start_fnol,3
528,111,106.3981944,end_fnol,3
529,111,106.3981944,join_adj_que,3
530,111,106.3981944,start_adj,2
531,117,106.3981944,start_fnol,2
532,113,106.6487272,end_fnol,2
533,113,106.6487272,redirected_to_other_dept,2
534,118,106.6487272,start_fnol,1
535,116,107.5178128,end_fnol,1
536,116,107.5178128,redirected_to_other_dept,1
537,119,107.5178128,start_fnol,0
538,112,107.5851048,end_fnol,0
539,112,107.5851048,redirected_to_other_dept,0
540,114,107.6593329,end_fnol,0
541,114,107.6593329,redirected_to_other_dept,0
542,120,108,join_fnol_que,0
543,120,108,start_fnol,0
544,111,108.3981944,end_adj,0
545,119,109.0091314,end_fnol,0
546,119,109.0091314,join_adj_que,0
547,119,109.0091314,start_adj,0
548,103,109.6842371,end_adj,0
549,121,110,join_fnol_que,0
550,121,110,start_fnol,0
551,120,110.6219958,end_fnol,0
552,120,110.6219958,redirected_to_other_dept,0
553,118,111.1568195,end_fnol,0
554,118,111.1568195,redirected_to_other_dept,0
555,117,111.3236642,end_fnol,0
